Star Trek Into Darkness,"[u'captain', u'mission', u'klingon', u'manhunt', u'admiral', u'death', u'friendship', u'volcano', u'traitor', u'photon torpedoes', u'demotion', u'hospital', u'elevator', u'assassin', u'laser', u'alien', u'underwater sequence', u'fugitive', u'cure', u'woman in bra and panties', u'monster', u'human alien', u'teleportation', u'assassination attempt', u'cryogenics', u'beating', u'englishwoman', u'body suit', u'ejected into space', u'terrorist', u'cell phone', u'tough guy', u'super soldier', u'space station', u'swimming underwater', u'held at gunpoint', u'woman slaps a man', u'combat', u'opening action scene', u'interracial love', u'night club', u'spear throwing', u'makeup kiss', u'flying car', u'babe scientist', u'chase', u'alien race', u'underwater scene', u'boyfriend girlfriend relationship', u'interrogation', u'anti hero', u'superhuman strength', u'liquid nitrogen', u'gunfight', u'brawl', u'medical scanner', u'on the run', u'spacesuit', u'engineer', u'battle', u'torpedo', u'gatling gun', u'shot in the head', u'bickering', u'warrior race', u'human alien relationship', u'woman in a bikini', u'jumping on a moving vehicle', u'landing craft', u'arrest', u'false identity', u'disaster', u'reverse footage', u'electrocution', u'starfleet admiral', u'super strength', u'exploding volcano', u'neck breaking', u'secret government organization', u'child in peril', u'shot in the chest', u'commander', u'strangulation', u'military dress uniform', u'23rd century', u'handheld communicator', u'crushed head', u'warp speed', u'based on cult tv series', u'subtitled scene', u'revenge', u'alcatraz', u'stabbed in the back', u'tough girl', u'man hunt', u'cold fusion', u'world domination', u'nightclub', u'space travel', u'based on tv series', u'fistfight', u'self sacrifice', u'sequel to a reboot', u'regeneration', u'zero gravity', u'scottish accent', u'stuffed animal', u'prologue', u'escape pod', u'hologram', u'jumping from a moving vehicle', u'fire', u'london england', u'conspiracy', u'lieutenant', u'politics', u'death of protagonist', u'starship captain', u'futuristic', u'daughter slapping father', u'shot in the back', u'top secret', u'tribe', u'sword', u'back from the dead', u'memorial', u'blockbuster', u'dutch angle', u'future cityscape', u'deception', u'one man army', u'bead curtain', u'torture', u'corrupt official', u'falling from height', u'hand to hand combat', u'star fleet', u'betrayal', u'explosion', u'power outage', u'suspended animation', u'mixed martial arts', u'collapsing building', u'secret mission', u'warrior', u'surveillance', u'terrorism', u'interracial friendship', u'disobeying orders', u'knocked out', u'manipulation', u'broken arm', u'returning character killed off', u'spaceship crash', u'volcanic bomb', u'murder', u'space battle', u'crash landing', u'running through the woods', u'lens flare', u'no opening credits', u'deoxyribonucleic acid', u'criminal mastermind', u'laser gun', u'suicide', u'shuttle craft', u'shootout', u'foot chase', u'giant creature', u'megalomaniac', u'golden gate bridge', u'radiation', u'kicked in the face', u'holding cell', u'moon', u'bar', u'fist fight', u'race against time', u'planet', u'jumping off a cliff', u'lightning', u'war criminal', u'twelfth part', u'metaphor', u'funeral', u'female scientist', u'fearlessness', u'father daughter relationship', u'translator', u'resurrection', u'punched in the face', u'creature', u'volcanic eruption', u'double cross', u'spacecraft', u'space opera', u'sociopath', u'fight', u'second part', u'genetic engineering', u'misdirection', u'fictional war', u'stabbed in the chest', u'sick child', u'terrorist plot', u'sabotage', u'terrorist attack', u'spear', u'spacewalk', u'secret agent', u'exploding building', u'bare chested male', u'spaceship', u'alien creature', u'cameo', u'female warrior', u'secret organization', u'outer space', u'star trek', u'phaser', u'san francisco california', u'exploding body', u'shot to death', u'ship captain', u'handcuffs', u'running for your life', u'blood sample', u'blues music', u'experimental technology', u'damaged starship', u'first officer', u'crushed to death', u'sexy alien', u'martial arts', u'lethal radiation', u'supernatural power', u'spaceship chase', u'submerged', u'action hero', u'doctor', u'sequel', u'logic', u'good versus evil', u'jupiter the planet', u'exploding ship', u'broken leg', u'knife', u'bodyguard', u'drunkenness', u'cold shoulder', u'scientist', u'violence', u'englishman abroad', u'interracial romance', u'volcano eruption', u'threesome', u'cover up', u'death of father', u'death of friend', u'']"
Thor: The Dark World,"[u'thor', u'warrior', u'weapon', u'portal', u'scientist', u'arrest', u'abandoned factory', u'revenge', u'battle', u'murder', u'intern', u'spaceship', u'king', u'second part', u'soldier', u'alien race', u'turned to stone', u'neck breaking', u'giant monster', u'laser gun', u'woman slaps a man', u'lightning', u'hit by a car', u'fake injury', u'funeral pyre', u'female warrior', u'american abroad', u'invisibility', u'spear', u'eaten alive', u'tough girl', u'family relationships', u'returning character killed off', u'epic battle', u'axe', u'fist fight', u'prison guard', u'map', u'stabbed in the side', u'death of wife', u'army', u'martial arts', u'eye patch', u'news report', u'stabbed in the chest', u'monster', u'prince', u'palace', u'village', u'sword', u'male nudity', u'throne', u'illusion', u'super strength', u'voice over narration', u'waterfall', u'body landing on a car', u'knight', u'cityscape', u'giant creature', u'brother brother relationship', u'dark fantasy', u'adopted son', u'axe fight', u'teleportation', u'exploding body', u'combat', u'date', u'hand to hand combat', u'elf', u'deception', u'marvel cinematic universe', u""character repeating someone else's dialogue"", u'fight', u'marvel entertainment', u'based on comic book', u'race against time', u'outer space', u'hologram', u'cameo', u'double impalement', u'flashback', u'earth viewed from space', u'norse mythology', u'action heroine', u'threatened with a knife', u'raven', u'restaurant', u'stonehenge', u'megalomaniac', u'see you in hell', u'heavy rain', u'showdown', u'father son relationship', u'crushed to death', u'adopted brother', u'sorcerer', u'scene after end credits', u'hammer', u'blockbuster', u'dagger', u'sword fight', u'pixilated nudity', u'london england', u'death', u'planet', u'falling object', u'chase', u'genocide', u'shot to death', u'infection', u'no opening credits', u'cave', u'creature', u'violence', u'rainstorm', u'public nudity', u'starts with narration', u'surprise during end credits', u'car keys', u'stabbed in the leg', u'superhero', u'opening action scene', u'based on comic', u'world domination', u'fighter jet', u'brawl', u'library', u'subtitled scene', u'flock of starlings', u'drunkenness', u'prison escape', u'supernatural power', u'shot in the back', u'shapeshifting', u'stabbed to death', u'hit with a hammer', u'faked death', u'mixed martial arts', u'surprise after end credits', u'transformation', u'funeral', u'battlefield', u'facial scar', u'tough guy', u'sequel', u'exploding car', u'warrior race', u'space travel', u'face slap', u'grenade', u'astrophysicist', u'end of the world', u'giant', u'levitation', u'disguise', u'car accident', u'husband wife relationship', u'female soldier', u'prison', u'science fantasy', u'3 dimensional', u'parasite', u'observatory', u'bare chested male', u'human alien', u'severed arm', u'scene during end credits', u'babe scientist', u'sparring', u'body armor', u'mental institution', u'spacecraft', u'marvel comics', u'bridge', u'caught in the rain', u'handcuffs', u'betrayal', u'queen', u'x rayed skeleton', u'crushed by a car', u'impalement', u'final showdown', u'one man army', u'explosion', u'magic', u'invasion', u'bound in chains', u'vortex', u'shot in the chest', u'exploding ship', u'statue', u'forcefield', u'severed hand', u'prisoner', u'cell phone', u'fictional war', u'good versus evil', u'self sacrifice', u'knife', u'stabbed in the back', u'tavern', u'ruse', u'force field', u'heir', u'action hero', u'mother son relationship', u'death of mother', u'character name in title', u'surprise ending']"
World War Z,"[u'apartment', u'united nations', u'helicopter', u'jerusalem', u'infection', u'pandemic', u'mission', u'disease', u'mossad', u'new york city', u'south korea', u'apartment building', u'supermarket', u'general', u'chaos', u'zombie', u'research facility', u'new york', u'newark new jersey', u'aircraft carrier', u'scientist', u'virologist', u'rescue', u'vaccine', u'panic', u'wall', u'wales', u'ak 47', u'cafeteria', u'death', u'riot', u'explosive', u'magazine', u'machine gun', u'shot in the head', u'falling from height', u'motorcycle', u'mother daughter relationship', u'little girl', u'stealing a car', u'police officer killed', u'stuffed animal', u'violence', u'airplane', u'blood', u'telephone call', u'surveillance', u'israeli soldier', u'hand grenade', u'kissing', u'airfield', u'singing', u'electronic music score', u'revolver', u'saving the world', u'politician', u'chihuahua', u'air strip', u'subtitled scene', u'burned alive', u'paris france', u'boeing 767', u'refugee', u'corpse', u'fairchild republic a 10 thunderbolt ii', u'military', u'colonel', u'looting', u'mutation', u'spear', u'rooftop', u'humvee', u'climbing a wall', u'tank', u'news report', u'hand cut off', u'philadelphia pennsylvania', u'child with a gun', u'exploding helicopter', u'commando unit', u'stabbed in the head', u'bare chested male', u'apocalypse', u'troubled production', u'pilot', u'world health organization', u'soldier', u'cardiff wales', u'family reunion', u'knife', u'accidental death', u'exploding car', u'suicide', u'hugging', u'cia agent', u'airport', u'special forces', u'improvised weapon', u'belarus', u'grenade', u'radio', u'tv news', u'severed arm', u'jerusalem israel', u'shot in the forehead', u'tooth', u'mercenary', u'tied to a chair', u'hit by a truck', u'beached dolphin', u'duct tape', u'blockade', u'watching news on tv', u'gunfight', u'jail cell', u'year 1973', u'undead', u'motorcycle cop', u'bomb', u'pistol', u'israeli flag', u'child in peril', u'zombie violence', u'action hero', u'cure', u'commando', u'kiss on the forehead', u'investigation', u'desert', u'atlantic ocean', u'self sacrifice', u'sniper', u'security guard', u'falling to death', u'evacuation', u'amputation', u'severed hand', u'crowbar', u'night vision goggles', u'army base', u'explosion', u'virus', u'stabbed in the chest', u'reference to boutros boutros ghali', u'freeze frame', u'body landing on a car', u'rain', u'epic battle', u'vault', u'car accident', u'breakfast', u'axe', u'hit with a crowbar', u'falling down stairs', u'interrogation', u'doctor', u'pittsburgh pennsylvania', u'beach', u'missile', u'father daughter relationship', u'murder', u'car crash', u'bell 206 jet ranger helicopter', u'hand chopped off', u'palestine', u'foot chase', u'beer', u'crying', u'recreational vehicle', u'ambulance crash', u'canada', u'reluctant hero', u'3 dimensional', u'survival', u'cell phone', u'airplane accident', u'creature', u'explosive decompression', u'swarm', u'epidemic', u'kiss', u'stadium', u'injection', u'barricade', u'helicopter crash', u'captain', u'airplane crash', u'product placement', u'person on fire', u'pancake', u'camp humphreys south korea', u'bethlehem judah', u'self injection', u'mass destruction', u'camper', u'eaten alive', u'grenade launcher', u'end of the world', u'israel', u'vending machine', u'bitten on the leg', u'bitten hand', u'elevator', u'silencer', u'flamethrower', u'assault rifle', u'shot to death', u'living dead', u'zombie apocalypse', u'exploding body', u'pennsylvania', u'ship', u'antidote', u'escape', u'burnt body', u'india', u'husband wife relationship', u'israeli', u'pharmacy', u'stabbed to death', u'sister sister relationship', u'north korea', u'sickness', u'lens flare', u'hit with a baseball bat', u'dog', u'three word title', u'battle', u'gasoline', u'machete', u'outbreak', u'montage', u'flashback', u'impalement', u'bunk bed', u'coming out of retirement', u'heavy rain', u'ocean', u'baseball bat', u'warrior', u'moscow russia', u'shootout', u'flare', u'mass panic', u'gatling gun', u'immunity', u'walled city', u'voice over narration', u'open ended', u'bicycle', u'shot in the back', u""character repeating someone else's dialogue"", u'bacteria', u'truck crash', u'american abroad', u'antonov an 12 cargo plane', u'reunion', u'shotgun', u'gun', u'combat', u'chase', u'rifle', u'child in a shopping cart', u'new jersey', u'freeport nova scotia', u'power outage', u'sniper rifle', u'shopping cart', u'security camera', u'12 seconds', u'family relationships', u'asthma', u'nova scotia canada', u'bitten on the arm', u'female soldier', u'u.s. navy', u'shaved head', u'laboratory', u'self inflicted gunshot wound', u'bitten in the neck', u'unlikely hero', u'shot in the chest', u'eurocopter dauphin', u'death of friend', u'based on novel', u'surprise ending']"
The Croods,"[u'cave', u'caveman', u'journey', u'prehistory', u'tar', u'dinosaur', u'fall from height', u'neophobia', u'fireworks', u'egg thief', u'boy meets girl', u'destruction', u'puppet', u'smoke', u'strict father', u'survival', u'death of neighbor', u'upskirt', u'monkey', u'wreckage', u'dreamworks animated film', u'running for your life', u'curiosity', u'lava', u'girl meets guy', u'bird', u'overprotective father', u'handprint', u'corn', u'burned', u'cave painting', u'earthquake', u'purring cat', u'torch', u'bare chested male', u'disobeying orders', u'teenage girl in fur', u'skeleton', u'captive', u'sun', u'mountain', u'hunting', u'tradition versus modernity', u'scenic beauty', u'complaining', u'volcanic eruption', u'blockbuster', u'father daughter relationship', u'egg', u'chase', u'hand over mouth', u'fire', u'crevice', u'popcorn', u'carnivorous plant', u'homeless', u'stuck in tar', u'grandmother', u'flower', u'shell', u'conch horn', u'prehistoric man', u'idea', u'teen rebel', u'horn', u'firework', u'starfish', u'tiger', u'counting', u'animal costume', u'nyctophobia', u'story telling', u'scene after end credits', u'narrated by character', u'shoe', u'sloth', u'rock climbing', u'labyrinth', u'whale', u'boy girl relationship', u'teenage rebellion', u'trap', u'character name in title', u'']"
The Heat,"[u'fbi', u'drug lord', u'fbi agent', u'police brutality', u'female protagonist', u'police', u'woman dancing', u'female agent', u'fingerless gloves', u'maverick cop', u'tied feet', u'female cop', u'cityscape', u'buddy comedy', u'falling on a car', u'police dress uniform', u'german shepherd', u'rpg', u'detective', u'prostitute', u'cleavage', u'car bomb', u'boston massachusetts', u'reference to misogyny', u'buddy cop', u'tough cop', u'corrupt cop', u'award ceremony', u'ginger cat', u'police misconduct', u'tracheotomy', u'stabbed in the leg', u'arsenal', u'reference to the internet', u'russian roulette', u'police violence', u'f word', u'shot in the crotch', u'albino', u'bechdel test passed', u'watermelon', u'two word title', u'police detective', u'tough girl', u'policewoman', u'swat team', u'shot in the head', u'break door in', u'tied to a chair', u'hand grenade', u'hanging upside down', u'throwing a knife', u'female warrior', u'exploding car', u'knife collection', u'title spoken by character']"
We're the Millers,"[u'mexico', u'stripper', u'marijuana', u'drug dealer', u'neighbor', u'fake family', u'dea agent', u'corrupt cop', u'box office hit', u'airport', u'singing in a car', u'hospital', u'aquarium', u'reference to oprah winfrey', u'border crossing', u'auto repair shop', u'shot in the shoulder', u'fireworks', u'eviction', u'youtube', u'fourth of july', u'gun in mouth', u'punched in the face', u'reference to michael jordan', u'tattoo', u'camping', u'breast fondling', u'scene during opening credits', u'recreational vehicle', u'slow motion scene', u'male frontal nudity', u'road trip', u'hit by a car', u'witness protection program', u'strip club', u'male rear nudity', u'bottle rocket', u'robbery', u'quitting a job', u'ice sculpture', u'reference to meryl streep', u'guessing game', u'hit with a wrench', u'taser', u'bribery', u'reference to tom waits', u'woman punching a man', u'raised middle finger', u'reference to snoop dogg', u'drug lord', u'breaking the fourth wall', u'new mexico', u'drawing', u'tucson arizona', u'title at the end', u'u.s. mexico border', u'claim in title', u'reference to mark wahlberg', u'guitar playing', u'reference to osama bin laden', u'bound and gagged', u'pistol', u'carnival', u'spider bite', u'tarantula', u'reference to lebron james', u""character repeating someone else's dialogue"", u'striptease', u'butt slap', u'f word', u'incest joke', u'iphone', u'haircut', u'reference to 50 cent', u'reference to willie nelson', u'denver colorado', u'drug smuggling', u'bag over head', u'2010s', u'first kiss', u'homeless teenager', u'reference to slash', u'killer whale', u""reference to guns 'n' roses"", u'bare chested male', u'reference to han solo', u'bloopers during credits', u'profanity', u'reference to facebook', u'virgin', u'title spoken by character', u'character name in title']"
American Hustle,"[u'scam', u'fbi agent', u'mobster', u'con artist', u'mafia', u'divorce', u'politician', u'camden new jersey', u'new jersey', u'mayor', u'female sitting on a toilet', u'drunk woman', u'slow motion scene', u'reference to cosmopolitan magazine', u'organized crime', u'video surveillance', u'bribery', u'bar', u'cleavage', u'burlesque dancer', u'pantyhose', u'cheating husband', u'character says i love you', u'stripper', u'double identity', u'nude girl', u'murder', u'narrated by character', u'lingerie', u'subtitled scene', u'microwave', u'nudity', u'father son relationship', u'female frontal nudity', u'true identity revealed', u'bare breasts', u""character repeating someone else's dialogue"", u'husband wife relationship', u'museum', u'forgery', u'adopted son', u'nude', u'restaurant', u'lost friend', u'two word title', u'u.s. congressman', u'casino', u'umbrella', u'topless female nudity', u'fake accent', u'shot to death', u'bare chested male', u'purple panties', u'fbi chief', u'luxury hotel', u'butt slap', u'briefcase', u'female female kiss', u'telephone conversation', u'blue balls', u'female to male footsie playing', u'unexpected kiss', u'side boob', u'italian mafia', u'toilet stall', u'bag over head', u'hotel suite', u'sting operation', u'dual identity', u'year 1978', u'arabic', u'turning against friends', u'nude pantyhose', u'pistol', u'hair curlers', u'dry cleaners', u'freeze frame', u'reference to richard nixon', u'critically acclaimed', u'disguise', u'women kissing', u'beating', u'execution', u""women's toilet"", u'nightclub', u'toilet', u'painting', u'english accent', u'adultery', u'adulterous husband', u'mother son relationship', u'new identity', u'scene before opening credits', u'written by director', u'long island new york', u'vinyl record', u'shot in the back', u'manipulation', u'u.s. senator', u'playing footsie', u'public toilet', u'deception', u'1970s', u'young version of character', u'police investigation', u'fake british accent', u'female stockinged feet', u'leg spreading', u'phony english accent', u'panties', u'pool party', u'nail polish', u'gold watch', u'sexual attraction', u'nonlinear timeline', u'atlantic city new jersey', u'reference to duke ellington', u'female nudity', u'burlesque theater', u'expensive gift', u'camera shot of feet', u'scheme', u'wives and girlfriends', u'lesbian kiss', u'flashback', u'breasts', u'teasing', u'briefcase full of money', u'drunk wife', u'wire transfer', u'mini skirt', u'rainy day', u'arrest', u'reference to jimmy carter', u'lens flare', u'fraud', u'punched in the face', u'fbi investigation', u'wife meets mistress', u'smoking', u'box office hit', u'female stockinged legs', u'false identity', u'breaking a window', u'wire fraud', u'sitting on a toilet', u'private jet', u'blonde', u'nipples visible through clothing', u'man with glasses', u'angry woman', u'party', u'scantily clad female', u'bilingualism', u'bikini', u'hand on thigh', u'reference to meyer lansky', u'implied cunnilingus', u'entrapment', u'betrayal of husband', u'upskirt', u'fire', u'strip club', u'based on true story']"
The Great Gatsby,"[u'tragedy', u'party', u'mansion', u'adultery', u'hit and run', u'no title at beginning', u'speakeasy', u'snobbishness', u'bootlegger', u'domestic violence', u'abusive relationship', u'reference to vogue magazine', u'3 dimensional', u'three word title', u'auto accident', u'no opening credits', u'rags to riches', u'bond broker', u'optimism', u'lost love', u'1920s', u'murder suicide', u'optimist', u'american dream', u'title same as book', u'based on novel', u'character name in title', u'']"
The Conjuring,"[u'paranormal investigator', u'rhode island', u'farmhouse', u'exorcism', u'ghost', u'witch', u'attempted murder', u'wind chime', u'wardrobe', u'crawl space', u'suicide by hanging', u'cutting hair', u'supernatural power', u'flash camera', u'slit wrists', u'pancake', u'house by a lake', u'starts with biographical notes', u'new house', u'noose', u'scissors', u'bumping head', u'bruise', u'spiral', u'falling through the floor', u'lecture', u'apparition', u'catholic priest', u'genuflecting', u'father daughter relationship', u'clothesline', u'matches', u'blindfolded', u'death of pet', u'crucifix', u'year 1971', u'harrisville rhode island', u'upside down camera shot', u'blood vomiting', u'bitten in the face', u'child sacrifice', u'hanging picture falling down from wall', u'volkswagen bus', u'hiding in cupboard', u'sister sister relationship', u'near death experience', u'hole in a wall', u'locked in a cellar', u'ends with text', u'ghost hunter', u'mother daughter relationship', u'clairvoyant', u'rancid odor', u'boat dock', u'dead bird', u'laundry on the line', u'hanged by the neck', u'ghost in mirror', u'vision', u'wakefield massachusetts', u'teenage girl', u'shotgun', u'3:07 am', u'doll', u'flashback', u'haunted house', u'levitation', u'two word title', u'suicide', u'revealing the truth', u'police officer', u'psychic vision', u'station wagon', u'sailor suit', u'maid', u'pump action shotgun', u'child in peril', u'video camera', u'singing in a car', u""character repeating someone else's dialogue"", u'paranormal investigation', u'music box', u'demonic possession', u'truck driver', u'motel', u'hung from tree', u'rocking chair', u'little boy', u'locket', u'blindfold', u'laughing', u'tied to a chair', u'little girl', u'hanged woman', u'pigeon', u""character's point of view camera shot"", u'year 1968', u'husband wife relationship', u'prank', u'dead dog', u'driving at night in the rain', u'sleepwalking', u'loss of pet', u'hand clapping game', u'sideburns', u'ultraviolet light', u'filicide', u'based on true story']"
Identity Thief,"[u'hit in the head with a guitar', u'profanity', u'stolen identity', u'masturbation', u'critically bashed', u'reference to sandy koufax', u'sociopath', u'singing in a car', u'impostor', u'f word', u'restaurant', u'blockbuster', u'road trip', u'fat woman', u'waitress', u'identity theft', u'two word title', u'']"
Grown Ups 2,"[u'party', u'reference to pat benatar', u'sexual desire', u'cleavage', u'frat boy', u'scantily clad female', u'reference to jennifer beals', u'red dress', u'sexual attraction', u'friendship', u'lingerie', u'reference to indiana jones', u'cheerleader uniform', u'belching', u'farting', u'deer', u'reference to prince', u'reference to nicki minaj', u'panties', u'three word title', u'mini dress', u'blonde', u'sequel', u'kitchen', u'reference to meat loaf', u'voyeur', u'voyeurism', u'wig', u'singing in a car', u'reference to hall and oates', u'reference to zz top', u'fisticuffs', u'white panties', u'sneezing', u'reference to bruce springsteen', u'reference to boy george', u'digit in title', u'bikini', u'reference to madonna', u'number in title']"
The Wolverine,"[u'japanese', u'samurai', u'japan', u'wolverine', u'funeral', u'immortality', u'woods', u'dream', u'japanese soldier', u'nightmare', u'sword', u'death', u'soldier', u'yakuza', u'samurai sword', u'loner', u'cat', u'action hero', u'interracial relationship', u'kiss', u'crime boss', u'explosion', u'head butt', u'father son relationship', u'shot to death', u'heart', u'bug', u'media coverage', u'stabbed in the stomach', u'hanged woman', u'ex soldier', u'phone conversation', u'mutant', u'airport', u'mafia', u'x ray', u'atomic explosion', u'female warrior', u'based on comic', u'power armor', u'restroom', u'supernatural power', u'parasite', u'canadian', u'falling into a swimming pool', u'venom', u'thunder', u'fight', u'bar', u'self healing', u'cave', u'airplane', u'spit in the face', u'red hair', u""character repeating someone else's dialogue"", u'hand through chest', u'man slaps a woman', u'news report', u'shaving beard', u'burned to death', u'gangster', u'toxin', u'dark past', u'armor', u'self mutilation', u'second part', u'drug dealer', u'seaside', u'broken leg', u'grandfather granddaughter relationship', u'shot with an arrow', u'hotel', u'culture clash', u'love hotel', u'private jet', u'female fighter', u'oncologist', u'veterinarian', u'subway', u'x men', u'fighter plane', u'female samurai', u'falling to death', u'younger version of character', u'assassin', u'poisoned arrow', u'body scanner', u'tough guy', u'fist fight', u'babe scientist', u'prequel', u'electrocution', u'brawl', u'no opening credits', u'on the run', u'rifle', u'murder', u'warrior', u'tattoo', u'gash in the face', u'wisecrack humor', u'bullet train', u'kendo', u'prostitute', u'pub', u'bilingualism', u'heiress', u'shotgun', u'suicide attempt', u'spin off sequel', u'atomic bomb victim', u'female assassin', u'arrow', u'blizzard', u'ghost', u""breaking a bottle over someone's head"", u'subtitles', u'ninja army', u'catfight', u'kettle', u'no title at beginning', u'atomic bombing', u'hitman', u'foot chase', u'number 13', u'rain', u'seppuku', u'stabbed in the neck', u'helicopter', u'snow', u'mecha', u'crushed to death', u'one man army', u'female doctor', u'character says thank you', u'interracial kiss', u'thrown off a balcony', u'suicide', u'ninja', u'subtitled scene', u'press interview', u'villa', u'nagasaki japan', u'temple', u'nuclear explosion', u'kidnapping', u'scientist', u'train station', u'canada', u'fighting atop train', u'female killer', u'stabbed in the hand', u'cheating fianc\xe9', u'stabbed in the back', u""looking at one's self in a mirror"", u'chopping wood', u'monk', u'defense secretary', u'pistol', u'hand to hand combat', u'stabbed in the throat', u'poison', u'knife', u'stylized violence', u'egomaniac', u'fight on train roof', u'orphan', u'bare chested male', u'hit with a chair', u'kiss of death', u'x rayed skeleton', u'billionaire', u'robot', u'tree cutting', u'world war two', u'mountain', u'conspiracy', u'shot in the chest', u'rainstorm', u'femme fatale', u'poison dart', u'washroom', u'father daughter relationship', u'thug', u'limousine', u'friend', u'hostage', u'grizzly bear', u'violence', u'claw', u'atom bomb', u'drugged drink', u'corrupt official', u'surprise during end credits', u'crossbow', u'snake woman', u'super villain', u'two word title', u'loss of loved one', u'scar', u'ambush', u'train', u'threatened with a knife', u'anti hero', u'bow and arrow', u'engaged couple', u'mixed martial arts', u'media', u'guilt', u'stabbed in the chest', u'thrown through a window', u'chain', u'character says i love you', u'drifter', u'assassination attempt', u'action heroine', u'reluctant hero', u'canadian superhero', u'ronin', u'arranged marriage', u'shot in the leg', u'fountain pen', u'blood', u'chase', u'uzi', u'jumping off a roof', u'motorcycle', u'near death experience', u'love', u'superhero', u'revenge', u'greed', u'lens flare', u'bar fight', u'main character shot', u'burnt face', u'faked death', u'robot suit', u'year 1945', u'based on comic book', u'stabbed to death', u'forest', u'fistfight', u'machine gun', u'dark hero', u'world war two veteran', u'villainess', u'premarital sex', u'flashback', u'tokyo japan', u'last will and testament', u'healing', u'honor', u'self sacrifice', u'hairy chest', u'thrown from a train', u'goat', u'neck breaking', u'bodyguard', u'axe', u'stabbed in the leg', u'organized crime', u'apple', u'hypodermic needle', u'spin off', u'sister sister relationship', u'marvel comics', u'hallucination', u'kidnapper', u'swimming pool', u'suspense', u'escape', u'rescue', u'sword fight', u'seeing the future', u'showdown', u'prisoner of war camp', u'sequel', u'infection', u'chopstick', u'elevator', u'regeneration', u'strangulation', u'opening action scene', u'scene during end credits', u'fish out of water', u'kimono', u'falling from height', u'bear', u'scan', u'katana sword', u'mercy killing', u'fugitive', u'fight on a train roof', u'prisoner of war', u'shot in the back', u'good versus evil', u'shot in the arm', u'stabbed in chest', u'laboratory', u'killing an animal', u'shot in the shoulder', u'hunter', u'tough girl', u'healing power', u'haunted by the past', u'martial arts', u'cameo', u'burned alive', u'research facility', u'shaving', u'ak 47', u'stabbed in the arm', u'tunnel', u'drunkenness', u'impalement', u'character name in title', u'title spoken by character', u'surprise ending', u'']"
Lone Survivor,"[u'taliban', u'fight', u'helicopter', u'mission', u'mountain', u'village', u'navy seal', u'military', u'battle', u'rescue', u'afghanistan', u'all male cast', u'2000s', u'soldier', u'two word title', u'foot race', u'shot in the chest', u'ak 47', u'male bonding', u'american abroad', u'exploding helicopter', u'self mutilation', u'shot in the head', u'near death experience', u'stabbed in the chest', u'dancing', u'hand grenade', u'severed finger', u'commando', u'terrorism', u'beard', u'woods', u'rocket launcher', u'combat', u'attempted murder', u'water', u'courage', u'ambush', u'commando unit', u'shot in the back', u'cell phone', u'special forces', u'river', u'written by director', u'explosion', u'tough guy', u'foot chase', u'child in peril', u'scar', u'exploding car', u'revenge', u'argument', u'friendship', u'satellite phone', u'racial slur', u'murder', u'grenade launcher', u'held at gunpoint', u'covert operation', u'stabbed to death', u'battlefield', u'shrapnel', u'cardiac arrest', u'machine gun', u'shot in the leg', u'night vision', u'grenade', u'director cameo', u'shot in the stomach', u'desert eagle', u'falling from height', u'shot in the forehead', u'farmer', u'camaraderie', u'bare chested male', u'pistol', u'beating', u'rocket propelled grenade', u'decapitation', u'subtitled scene', u'sunglasses', u'friendship between men', u'lieutenant', u'escape attempt', u'muscular', u'rookie', u'deception', u'forest', u'lens flare', u'goat', u'nonlinear timeline', u'guerilla warfare', u'violence', u'binoculars', u'camera', u'blood splatter', u'commando mission', u'cannon', u'u.s. navy', u'war on terrorism', u'knife', u'army', u'flare', u'gas grenade', u'machete', u'gatling gun', u'death', u'sergeant', u'long take', u'brawl', u'shootout', u'moral dilemma', u'subjective camera', u'terrorist', u'self sacrifice', u'photograph', u'year 2005', u'sniper', u'interrogation', u'shot in the shoulder', u'air force base', u'blood', u'underwater scene', u'falling down a hill', u'warrior', u'snake', u'gunfight', u'trail of blood', u'defibrillator', u'bullet wound', u'hostage', u'assault rifle', u'gore', u'fistfight', u'shot in the arm', u'shot in the throat', u""character repeating someone else's dialogue"", u'map', u'scene during opening credits', u'knocked out', u'flashback', u'blood on face', u'shot in the foot', u'silencer', u""character's point of view camera shot"", u'massacre', u'f word', u'survival', u'honor', u'corpse', u'helicopter crash', u'male nudity', u'night vision goggles', u'shot to death', u'broken leg', u'commander', u'shot in the face', u'chase', u'navy sea air and land force', u'dog tag', u'gash in the face', u'slow motion scene', u'airplane', u'death of friend', u'based on book', u'based on true story', u'surprise ending', u'']"
